Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Saudi Arabia	SAU	3	Saudi Aramco oil pipe lines.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161026002213/http://www.panoramio.com/user/4081300?with_photo_id=83535413'>Suresh Babunair</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg/640px-Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg	d/d5/	SA	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161026002213/http://www.panoramio.com/user/4081300?with_photo_id=83535413'>Suresh Babunair</a>, <a href='https://commons.wikimedia.org/wiki/File:Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg'>Saudi_Aramco_oil_pipe_lines%2CJubail_-_panoramio.jpg</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Senegal	SEN	1	Much of the land is threatened with desertification because of overgrazing and soil erosion from overcultivation, and its forests and fisheries are overexploited.	Wikimedia	NA	NA	McGahuey from the Site USAID - uploaded by <a href='//commons.wikimedia.org/w/index.php?title=User:B%C3%A9ka&amp;action=edit&amp;redlink=1' class='new' title='User:Béka (page does not exist)'>Béka</a>	Public domain		Senegal_reforestation.jpg	https://commons.wikimedia.org/wiki/File:Senegal_reforestation.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Senegal_reforestation.jpg/640px-Senegal_reforestation.jpg	1/12/	SN	NA	NA	McGahuey from the Site USAID - uploaded by <a href='//commons.wikimedia.org/w/index.php?title=User:B%C3%A9ka&amp;action=edit&amp;redlink=1' class='new' title='User:Béka (page does not exist)'>Béka</a>, <a href='https://commons.wikimedia.org/wiki/File:Senegal_reforestation.jpg'>Senegal_reforestation.jpg</a>; <a href=''>Public domain</a>, via Wikimedia Commons
Senegal	SEN	2	The fertility rate has averaged 5 children per woman the past decade with pressure from husbands cited as a primary influence for having more children.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1544374895-c98e79ac19af?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=2671&q=80	NA	SN	NA	NA	NA
Senegal	SEN	3	Senegal citizens live a generally subsistence life, yet due to unsustainable population growth, its people now consume more natural resources than can be regenerated naturally.	FreeImages	NA	NA	NA	NA	NA	grand-dakar-1218128	https://www.freeimages.com/photo/grand-dakar-1218128	https://images.freeimages.com/images/large-previews/64f/grand-dakar-1218128.jpg	NA	SN	NA	NA	NA
Serbia	SRB	1	In April 2021, the AP news reported Serbia has faced mounting problems that include poor garbage management and high air pollution caused by the use of poor-quality coal and other pollutants.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:%D0%A4%D0%BE%D1%82%D0%BE&amp;action=edit&amp;redlink=1' class='new' title='User:Фото (page does not exist)'>Фото</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Drmno.jpg	https://commons.wikimedia.org/wiki/File:Drmno.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Drmno.jpg/640px-Drmno.jpg	c/ca/	RS	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:%D0%A4%D0%BE%D1%82%D0%BE&amp;action=edit&amp;redlink=1' class='new' title='User:Фото (page does not exist)'>Фото</a>, <a href='https://commons.wikimedia.org/wiki/File:Drmno.jpg'>Drmno.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Serbia	SRB	2	Rivers have been polluted by toxic industrial waste and many cities, including Belgrade, lack good sewage and wastewater systems.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1613601740367-410ae03b2ec7?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=2670&q=80	NA	RS	NA	NA	NA
Serbia	SRB	3	Studies have found that half of women in Serbia have experienced domestic violence, and women and Roma are considered the groups most subject to discrimination.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Hedman&amp;action=edit&amp;redlink=1' class='new' title='User:Hedman (page does not exist)'>Hedman</a>	Public domain		Roma_in_the_Serbian_town_of_Bujanovac.jpg	https://commons.wikimedia.org/wiki/File:Roma_in_the_Serbian_town_of_Bujanovac.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Roma_in_the_Serbian_town_of_Bujanovac.jpg/640px-Roma_in_the_Serbian_town_of_Bujanovac.jpg	3/38/	RS	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Hedman&amp;action=edit&amp;redlink=1' class='new' title='User:Hedman (page does not exist)'>Hedman</a>, <a href='https://commons.wikimedia.org/wiki/File:Roma_in_the_Serbian_town_of_Bujanovac.jpg'>Roma_in_the_Serbian_town_of_Bujanovac.jpg</a>; <a href=''>Public domain</a>, via Wikimedia Commons
Sierra Leone	SLE	1	Population pressure, leading to an intensification of agriculture, has resulted in soil depletion, while lumbering, cattle grazing, and slash-and-burn farming have decimated the primary forest.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161029062508/http://www.panoramio.com/user/2371979?with_photo_id=93621034'>Ghassan Mroue</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Ground_nut_and_casada_farm_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Ground_nut_and_casada_farm_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Ground_nut_and_casada_farm_-_panoramio.jpg/640px-Ground_nut_and_casada_farm_-_panoramio.jpg	a/ab/	SL	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161029062508/http://www.panoramio.com/user/2371979?with_photo_id=93621034'>Ghassan Mroue</a>, <a href='https://commons.wikimedia.org/wiki/File:Ground_nut_and_casada_farm_-_panoramio.jpg'>Ground_nut_and_casada_farm_-_panoramio.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Sierra Leone	SLE	2	Women farming cassava in Sierra Leone.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1509099342178-e323b1717dba?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=2672&q=80	NA	SL	NA	NA	NA
Sierra Leone	SLE	3	Mining for precious metals has additionally exacted tremendous environmental damage on Sierra Leone.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kaibsaquee&amp;action=edit&amp;redlink=1' class='new' title='User:Kaibsaquee (page does not exist)'>SIERRA LEONE NATIONAL TOURISM BOARD</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Diamond_Mining_In_Kono.jpg	https://commons.wikimedia.org/wiki/File:Diamond_Mining_In_Kono.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Diamond_Mining_In_Kono.jpg/640px-Diamond_Mining_In_Kono.jpg	3/3b/	SL	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Kaibsaquee&amp;action=edit&amp;redlink=1' class='new' title='User:Kaibsaquee (page does not exist)'>SIERRA LEONE NATIONAL TOURISM BOARD</a>, <a href='https://commons.wikimedia.org/wiki/File:Diamond_Mining_In_Kono.jpg'>Diamond_Mining_In_Kono.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Singapore	SGP	1	The country is highly dependent on imports including fresh water; half of the water it consumes is from Malaysia.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Basile_Morin' title='User:Basile Morin'>Basile Morin</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg	https://commons.wikimedia.org/wiki/File:Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg/640px-Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg	0/0e/	SG	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Basile_Morin' title='User:Basile Morin'>Basile Morin</a>, <a href='https://commons.wikimedia.org/wiki/File:Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg'>Juice_bar_selling_oranges%2C_red_apples_and_other_fruits%2C_Clarke_Quay_MRT_station%2C_Singapore.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Singapore	SGP	2	With a rising per capita national income equal to the United States, huge consumption has led to a greater volume of wastes and the need for better waste and pollution management in air and water quality.	Unsplash	NA	NA	NA	NA	NA	NA	https://unsplash.com/photos/tmqsL3BmZ80	NA	NA	SG	NA	NA	NA
Singapore	SGP	3	The government has curbed immigration in recent years and has taken more aggressive measures to encourage couples to have children with incentives that include housing, preschool, and transportation benefits.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:ProjectManhattan&amp;action=edit&amp;redlink=1' class='new' title='User:ProjectManhattan (page does not exist)'>ProjectManhattan</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg	https://commons.wikimedia.org/wiki/File:Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg/640px-Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg	2/2d/	SG	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:ProjectManhattan&amp;action=edit&amp;redlink=1' class='new' title='User:ProjectManhattan (page does not exist)'>ProjectManhattan</a>, <a href='https://commons.wikimedia.org/wiki/File:Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg'>Children%27s_garden_at_gardens_by_the_bay%2C_Singapore_3.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Slovakia	SVK	1	Bratislava, Slovakia.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1572085825670-680538e598fb?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1335&q=80	NA	SK	NA	NA	NA
Slovakia	SVK	2	The population of Slovakia faces high concentrations of air pollutants. The levels of pollution in the ambient air cause negative impacts on public health and the environment.	Wikimedia	NA	NA	Jozef Kotulič	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Slovakia_Presov_759.JPG	https://commons.wikimedia.org/wiki/File:Slovakia_Presov_759.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Slovakia_Presov_759.JPG/640px-Slovakia_Presov_759.JPG	4/48/	SK	NA	NA	Jozef Kotulič, <a href='https://commons.wikimedia.org/wiki/File:Slovakia_Presov_759.JPG'>Slovakia_Presov_759.JPG</a>; <a href='https://creativecommons.org/licenses/by/3.0'>CC BY 3.0</a>, via Wikimedia Commons
Slovenia	SVN	1	Slovenia has been able to preserve much of its natural forests.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Kulmalukko' title='User:Kulmalukko'>Tiia Monto</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Forest_on_mountain_Slovenia.jpg	https://commons.wikimedia.org/wiki/File:Forest_on_mountain_Slovenia.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Forest_on_mountain_Slovenia.jpg/640px-Forest_on_mountain_Slovenia.jpg	5/54/	SI	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Kulmalukko' title='User:Kulmalukko'>Tiia Monto</a>, <a href='https://commons.wikimedia.org/wiki/File:Forest_on_mountain_Slovenia.jpg'>Forest_on_mountain_Slovenia.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Slovenia	SVN	2	The Slovenian people have voted down proposed water management amendments that ecologists say threaten the environment and water quality.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:MrPanyGoff' title='User:MrPanyGoff'>MrPanyGoff</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Stari_Most_-_Maribor.jpg	https://commons.wikimedia.org/wiki/File:Stari_Most_-_Maribor.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Stari_Most_-_Maribor.jpg/640px-Stari_Most_-_Maribor.jpg	5/55/	SI	NA	NA	<a href='//commons.wikimedia.org/wiki/User:MrPanyGoff' title='User:MrPanyGoff'>MrPanyGoff</a>, <a href='https://commons.wikimedia.org/wiki/File:Stari_Most_-_Maribor.jpg'>Stari_Most_-_Maribor.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Slovenia	SVN	3	Gone are the days of large Slovenian families with the country experiencing below replacement fertility levels for over three decades and for the last ten years has essentially stabilized its population level.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Stebunik' title='User:Stebunik'>Stebunik</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Family-Jelen_1959.jpg	https://commons.wikimedia.org/wiki/File:Family-Jelen_1959.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Family-Jelen_1959.jpg/640px-Family-Jelen_1959.jpg	2/2e/	SI	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Stebunik' title='User:Stebunik'>Stebunik</a>, <a href='https://commons.wikimedia.org/wiki/File:Family-Jelen_1959.jpg'>Family-Jelen_1959.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Slovenia	SVN	4	Slovenia has the highest share of Natura 2000 sites -nature protection areas on the territory of the EU including Julian Alps, Pokljuka bogs, and the Radovna River.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/114641806@N08'>incidencematrix</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Peat_Bog_%2815870737355%29.jpg	https://commons.wikimedia.org/wiki/File:Peat_Bog_%2815870737355%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Peat_Bog_%2815870737355%29.jpg/640px-Peat_Bog_%2815870737355%29.jpg	c/c2/	SI	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/114641806@N08'>incidencematrix</a>, <a href='https://commons.wikimedia.org/wiki/File:Peat_Bog_%2815870737355%29.jpg'>Peat_Bog_%2815870737355%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Solomon Islands	SLB	1	Industrial logging threatens the Islands’ biodiversity. This path leads to a logging camp that is harvesting old growth forest on the island of Nggatokae in the Western Province of the Solomon Islands.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Alexdeciccio' title='User:Alexdeciccio'>Alex DeCiccio</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Walking_to_Logging_Camp.jpg	https://commons.wikimedia.org/wiki/File:Walking_to_Logging_Camp.jpg	NA	0/05/	SB	https://upload.wikimedia.org/wikipedia/commons/0/05/Walking_to_Logging_Camp.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Walking_to_Logging_Camp.jpg/640px-Walking_to_Logging_Camp.jpg	NA
Solomon Islands	SLB	2	Gender equality is still a challenge; Only 8% of seats in Parliament are held by women. Solomon Islanders march against gender-based violence.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/121974393@N07'>UN WOMEN Pacific</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	16_Days_of_Activism_campaign_-_Solomon_Islands_(14038323737).jpg	https://commons.wikimedia.org/wiki/File:16_Days_of_Activism_campaign_-_Solomon_Islands_(14038323737).jpg	NA	7/79/	SB	https://upload.wikimedia.org/wikipedia/commons/7/79/16_Days_of_Activism_campaign_-_Solomon_Islands_%2814038323737%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/16_Days_of_Activism_campaign_-_Solomon_Islands_(14038323737).jpg/640px-16_Days_of_Activism_campaign_-_Solomon_Islands_(14038323737).jpg	NA
Solomon Islands	SLB	3	The Convention on Biological Diversity recognizes the Solomon Islands as a “Centre of Plant Diversity”, counting 4,500 species of plants.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/137269534@N06'>Leocadio Sebastian</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Malaita,_Solomon_Island_(22673896083).jpg	https://commons.wikimedia.org/wiki/File:Malaita,_Solomon_Island_(22673896083).jpg	NA	4/47/	SB	https://upload.wikimedia.org/wikipedia/commons/4/47/Malaita%2C_Solomon_Island_%2822673896083%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Malaita,_Solomon_Island_(22673896083).jpg/640px-Malaita,_Solomon_Island_(22673896083).jpg	NA
Somalia	SOM	1	The Somalian education system has been destroyed over years of conflict resulting in only 20% of its children accessing primary education.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1602181064453-8dce7eed9e2d?ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8c29tYWxpYXxlbnwwfHwwfHw%3D&ixlib=rb-1.2.1&auto=format&fit=crop&w=900&q=60	NA	SO	NA	NA	NA
Somalia	SOM	2	Somali women have a one in 14 chance of dying from maternal causes over their lifetimes, the second-highest risk in the world.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/61765479@N08'>AMISOM Public Information</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	A_girl_at_the_Mother_and_Child_Health_Center_in_Mogadishu%2C_Somalia%2C_sits_with_other_girls_during_a_visit_by_the_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_to_the_%288620521427%29.jpg	https://commons.wikimedia.org/wiki/File:A_girl_at_the_Mother_and_Child_Health_Center_in_Mogadishu%2C_Somalia%2C_sits_with_other_girls_during_a_visit_by_the_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_to_the_%288620521427%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/A_girl_at_the_Mother_and_Child_Health_Center_in_Mogadishu%2C_Somalia%2C_sits_with_other_girls_during_a_visit_by_the_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_to_the_%288620521427%29.jpg/640px-thumbnail.jpg	2/2e/	SO	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/61765479@N08'>AMISOM Public Information</a>, <a href='https://commons.wikimedia.org/wiki/File:A_girl_at_the_Mother_and_Child_Health_Center_in_Mogadishu%2C_Somalia%2C_sits_with_other_girls_during_a_visit_by_the_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_to_the_%288620521427%29.jpg'>A_girl_at_the_Mother_and_Child_Health_Center_in_Mogadishu%2C_Somalia%2C_sits_with_other_girls_during_a_visit_by_the_Special_Representative_of_the_Secretary-General_on_Sexual_Violence_in_Conflict_to_the_%288620521427%29.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
Somalia	SOM	3	Land degradation and desertification have caused precarious food insecurity for its people.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/61765479@N08'>AMISOM Public Information</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	A_Somali_woman_tends_her_cows_in_the_town_of_Ragaele%2C_Somalia%2C_on_October_2%2C_two_days_after_Burundian_forces_belonging_to_the_African_Union_liberated_the_town_from_al_Shabab_militants._AMISOM_Photo_-_%2815241367328%29.jpg	https://commons.wikimedia.org/wiki/File:A_Somali_woman_tends_her_cows_in_the_town_of_Ragaele%2C_Somalia%2C_on_October_2%2C_two_days_after_Burundian_forces_belonging_to_the_African_Union_liberated_the_town_from_al_Shabab_militants._AMISOM_Photo_-_%2815241367328%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/A_Somali_woman_tends_her_cows_in_the_town_of_Ragaele%2C_Somalia%2C_on_October_2%2C_two_days_after_Burundian_forces_belonging_to_the_African_Union_liberated_the_town_from_al_Shabab_militants._AMISOM_Photo_-_%2815241367328%29.jpg/640px-thumbnail.jpg	e/e2/	SO	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/61765479@N08'>AMISOM Public Information</a>, <a href='https://commons.wikimedia.org/wiki/File:A_Somali_woman_tends_her_cows_in_the_town_of_Ragaele%2C_Somalia%2C_on_October_2%2C_two_days_after_Burundian_forces_belonging_to_the_African_Union_liberated_the_town_from_al_Shabab_militants._AMISOM_Photo_-_%2815241367328%29.jpg'>A_Somali_woman_tends_her_cows_in_the_town_of_Ragaele%2C_Somalia%2C_on_October_2%2C_two_days_after_Burundian_forces_belonging_to_the_African_Union_liberated_the_town_from_al_Shabab_militants._AMISOM_Photo_-_%2815241367328%29.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
